Confidence of Model in Predicting True Label,Treatment
0.46505532,PGD Adversarial Training
0.9979055,PGD Adversarial Training
0.04312176,PGD Adversarial Training
0.96772325,PGD Adversarial Training
0.6364102,PGD Adversarial Training
0.9766527,PGD Adversarial Training
0.8710757,PGD Adversarial Training
0.3894409,PGD Adversarial Training
0.9972255,PGD Adversarial Training
0.96432245,PGD Adversarial Training
0.9999549,PGD Adversarial Training
0.4195292,PGD Adversarial Training
0.9705912,PGD Adversarial Training
0.99834585,PGD Adversarial Training
0.41517562,PGD Adversarial Training
0.9800951,PGD Adversarial Training
0.99723136,PGD Adversarial Training
0.9867301,PGD Adversarial Training
0.0017098531,PGD Adversarial Training
0.33522967,PGD Adversarial Training
0.9936107,PGD Adversarial Training
0.001787049,PGD Adversarial Training
0.003009031,PGD Adversarial Training
0.95997685,PGD Adversarial Training
0.9605602,PGD Adversarial Training
0.9844225,PGD Adversarial Training
0.7751714,PGD Adversarial Training
0.98902136,PGD Adversarial Training
0.11366772,PGD Adversarial Training
0.31413582,PGD Adversarial Training
0.82475406,PGD Adversarial Training
0.9986944,PGD Adversarial Training
0.72215647,PGD Adversarial Training
0.8670545,PGD Adversarial Training
0.016042845,PGD Adversarial Training
0.6072709,PGD Adversarial Training
0.20900609,PGD Adversarial Training
0.88393825,PGD Adversarial Training
0.9999674,PGD Adversarial Training
0.8141029,PGD Adversarial Training
0.9426227,PGD Adversarial Training
0.714933,PGD Adversarial Training
0.7871423,PGD Adversarial Training
0.9980757,PGD Adversarial Training
0.62408555,PGD Adversarial Training
0.8551823,PGD Adversarial Training
0.3693749,PGD Adversarial Training
0.9975676,PGD Adversarial Training
0.5659776,PGD Adversarial Training
0.09547742,PGD Adversarial Training
0.05726754,PGD Adversarial Training
0.9351035,PGD Adversarial Training
0.0556471,PGD Adversarial Training
0.94771326,PGD Adversarial Training
0.88705665,PGD Adversarial Training
0.66613466,PGD Adversarial Training
0.8951646,PGD Adversarial Training
0.75649154,PGD Adversarial Training
0.9990069,PGD Adversarial Training
0.0021444887,PGD Adversarial Training
0.8391631,PGD Adversarial Training
0.99928784,PGD Adversarial Training
0.8072616,PGD Adversarial Training
0.99997836,PGD Adversarial Training
0.8374856,PGD Adversarial Training
0.10460901,PGD Adversarial Training
0.016303247,PGD Adversarial Training
0.0013414442,PGD Adversarial Training
0.7103088,PGD Adversarial Training
0.89498067,PGD Adversarial Training
0.096263915,PGD Adversarial Training
0.9956472,PGD Adversarial Training
0.99554795,PGD Adversarial Training
0.28930962,PGD Adversarial Training
0.67380226,PGD Adversarial Training
0.8321906,PGD Adversarial Training
0.9615912,PGD Adversarial Training
0.9973392,PGD Adversarial Training
0.9698066,PGD Adversarial Training
0.82259977,PGD Adversarial Training
0.9992876,PGD Adversarial Training
0.4770839,PGD Adversarial Training
0.9996847,PGD Adversarial Training
0.7852934,PGD Adversarial Training
0.5699181,PGD Adversarial Training
0.8748244,PGD Adversarial Training
0.6835163,PGD Adversarial Training
0.26661983,PGD Adversarial Training
0.9747325,PGD Adversarial Training
0.10718452,PGD Adversarial Training
0.7938358,PGD Adversarial Training
0.49364263,PGD Adversarial Training
0.9690126,PGD Adversarial Training
0.011382937,PGD Adversarial Training
0.9596012,PGD Adversarial Training
0.99999744,PGD Adversarial Training
0.92268825,PGD Adversarial Training
0.9977988,PGD Adversarial Training
0.017735122,PGD Adversarial Training
0.9843439,PGD Adversarial Training
0.98134375,PGD Adversarial Training
0.011992737,PGD Adversarial Training
0.20716847,PGD Adversarial Training
0.98954934,PGD Adversarial Training
0.20485508,PGD Adversarial Training
0.97403866,PGD Adversarial Training
0.0016366208,PGD Adversarial Training
0.07182281,PGD Adversarial Training
0.9320306,PGD Adversarial Training
0.84960693,PGD Adversarial Training
0.99900776,PGD Adversarial Training
0.9995102,PGD Adversarial Training
0.11652183,PGD Adversarial Training
0.06628916,PGD Adversarial Training
0.84233433,PGD Adversarial Training
0.9709273,PGD Adversarial Training
0.99905175,PGD Adversarial Training
0.010053672,PGD Adversarial Training
0.9983198,PGD Adversarial Training
0.999773,PGD Adversarial Training
0.7917877,PGD Adversarial Training
0.29368672,PGD Adversarial Training
0.35233834,PGD Adversarial Training
0.64394134,PGD Adversarial Training
0.94659704,PGD Adversarial Training
0.98322177,PGD Adversarial Training
0.44805104,PGD Adversarial Training
0.9984212,PGD Adversarial Training
0.9969955,PGD Adversarial Training
0.25904167,PGD Adversarial Training
0.838276,PGD Adversarial Training
0.25357097,PGD Adversarial Training
0.9864036,PGD Adversarial Training
0.9997151,PGD Adversarial Training
0.034918547,PGD Adversarial Training
0.9079111,PGD Adversarial Training
0.99441606,PGD Adversarial Training
0.74433565,PGD Adversarial Training
0.0014842482,PGD Adversarial Training
0.15472928,PGD Adversarial Training
0.9798037,PGD Adversarial Training
0.60000235,PGD Adversarial Training
0.99762833,PGD Adversarial Training
0.042120203,PGD Adversarial Training
0.2716323,PGD Adversarial Training
0.5970917,PGD Adversarial Training
0.9658418,PGD Adversarial Training
0.004280644,PGD Adversarial Training
0.9782331,PGD Adversarial Training
0.9575049,PGD Adversarial Training
0.1495906,PGD Adversarial Training
0.6301255,PGD Adversarial Training
0.8950084,PGD Adversarial Training
0.12113467,PGD Adversarial Training
0.42969355,PGD Adversarial Training
0.9862912,PGD Adversarial Training
0.07923673,PGD Adversarial Training
0.9958763,PGD Adversarial Training
0.99774456,PGD Adversarial Training
0.21125218,PGD Adversarial Training
0.95892847,PGD Adversarial Training
0.6701475,PGD Adversarial Training
0.9431665,PGD Adversarial Training
0.9989192,PGD Adversarial Training
0.052759405,PGD Adversarial Training
0.8883423,PGD Adversarial Training
0.99837387,PGD Adversarial Training
0.004632068,PGD Adversarial Training
0.9227348,PGD Adversarial Training
0.98489076,PGD Adversarial Training
0.47252882,PGD Adversarial Training
0.849919,PGD Adversarial Training
0.023634814,PGD Adversarial Training
0.96013784,PGD Adversarial Training
0.08236318,PGD Adversarial Training
0.3731547,PGD Adversarial Training
0.9273031,PGD Adversarial Training
0.96083444,PGD Adversarial Training
0.90734035,PGD Adversarial Training
0.7937329,PGD Adversarial Training
0.97476566,PGD Adversarial Training
0.59324414,PGD Adversarial Training
0.9626388,PGD Adversarial Training
0.9667064,PGD Adversarial Training
0.9734293,PGD Adversarial Training
0.9454737,PGD Adversarial Training
0.8185586,PGD Adversarial Training
0.74102175,PGD Adversarial Training
0.98947465,PGD Adversarial Training
0.71253425,PGD Adversarial Training
0.54279196,PGD Adversarial Training
0.85959816,PGD Adversarial Training
0.13203551,PGD Adversarial Training
0.48173437,PGD Adversarial Training
0.8691965,PGD Adversarial Training
0.9993257,PGD Adversarial Training
0.34027553,PGD Adversarial Training
0.09051392,PGD Adversarial Training
0.25680998,PGD Adversarial Training
0.19413425,PGD Adversarial Training
0.85879517,PGD Adversarial Training
0.53455776,PGD Adversarial Training
0.5441347,PGD Adversarial Training
0.033480704,PGD Adversarial Training
0.2938244,PGD Adversarial Training
0.9960557,PGD Adversarial Training
0.9893825,PGD Adversarial Training
0.36646715,PGD Adversarial Training
0.81729513,PGD Adversarial Training
0.11157469,PGD Adversarial Training
0.34198403,PGD Adversarial Training
0.99841416,PGD Adversarial Training
0.7398609,PGD Adversarial Training
0.99836767,PGD Adversarial Training
0.9996014,PGD Adversarial Training
0.999751,PGD Adversarial Training
0.4130929,PGD Adversarial Training
0.99911666,PGD Adversarial Training
0.9688939,PGD Adversarial Training
0.5127103,PGD Adversarial Training
0.92109716,PGD Adversarial Training
0.74083024,PGD Adversarial Training
0.9949562,PGD Adversarial Training
0.99939,PGD Adversarial Training
0.9977626,PGD Adversarial Training
0.06784956,PGD Adversarial Training
0.4964618,PGD Adversarial Training
0.40658602,PGD Adversarial Training
0.9964856,PGD Adversarial Training
0.67488444,PGD Adversarial Training
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9999836,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.19E-12,Defensive Distillation
0.9998658,Defensive Distillation
0.99999994,Defensive Distillation
9.15E-32,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.99E-28,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
3.53E-08,Defensive Distillation
7.17E-09,Defensive Distillation
0.9672115,Defensive Distillation
0.84763706,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.012493953,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
7.77E-12,Defensive Distillation
0.99999994,Defensive Distillation
4.93E-16,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
3.00E-05,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
4.32E-25,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9999977,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
2.87E-20,Defensive Distillation
1.49E-34,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
8.79E-15,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
0.012857204,Defensive Distillation
0.99999994,Defensive Distillation
1.90E-18,Defensive Distillation
0.99990326,Defensive Distillation
0.99999994,Defensive Distillation
2.15E-15,Defensive Distillation
0.99999994,Defensive Distillation
0.99999946,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.56844574,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9999997,Defensive Distillation
0.9999966,Defensive Distillation
0.99999994,Defensive Distillation
3.78E-20,Defensive Distillation
0.99999994,Defensive Distillation
3.97E-15,Defensive Distillation
4.11E-08,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9908299,Defensive Distillation
5.62E-13,Defensive Distillation
0.99999994,Defensive Distillation
9.57E-32,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99998003,Defensive Distillation
2.33E-06,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
8.78E-23,Defensive Distillation
4.62E-13,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9998152,Defensive Distillation
0.99999994,Defensive Distillation
1.02E-13,Defensive Distillation
0.99999994,Defensive Distillation
0.99998885,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
0.98979175,Defensive Distillation
7.29E-19,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.98654157,Defensive Distillation
0.99999994,Defensive Distillation
1.40E-14,Defensive Distillation
7.38E-18,Defensive Distillation
0.99999994,Defensive Distillation
4.02E-25,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
4.20E-15,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
7.56E-26,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.78E-12,Defensive Distillation
0.9816483,Defensive Distillation
8.20E-05,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
3.26E-20,Defensive Distillation
3.36E-12,Defensive Distillation
0.0040841103,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.5201031,Defensive Distillation
0.99999994,Defensive Distillation
1.05E-14,Defensive Distillation
8.92E-27,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.978044,Defensive Distillation
4.83E-14,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
7.85E-21,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
3.85E-22,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999636,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999887,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
3.63E-20,Defensive Distillation
0.99999994,Defensive Distillation
0.9999998,Defensive Distillation
0.99999994,Defensive Distillation
0.95953554,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
5.22E-24,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
4.81E-14,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.00019425168,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
6.54E-06,Defensive Distillation
2.33E-07,Defensive Distillation
1.07E-27,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9997721,Defensive Distillation
0,Defensive Distillation
3.97E-15,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.08E-14,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
2.11E-27,Defensive Distillation
2.37E-22,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.00038258196,Defensive Distillation
0.99999994,Defensive Distillation
2.48E-21,Defensive Distillation
8.27E-14,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
2.74E-12,Defensive Distillation
8.01E-36,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.56E-10,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.14E-05,Defensive Distillation
0.99999994,Defensive Distillation
0.99921685,Defensive Distillation
2.76E-07,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
8.93E-28,Defensive Distillation
0.99999994,Defensive Distillation
9.84E-30,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
2.76E-31,Defensive Distillation
0.99999994,Defensive Distillation
8.19E-18,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999744,Defensive Distillation
6.72E-05,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
9.04E-26,Defensive Distillation
1.26E-24,Defensive Distillation
0.99999994,Defensive Distillation
0.9999983,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9999953,Defensive Distillation
0.99999994,Defensive Distillation
0.27960634,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
9.37E-34,Defensive Distillation
1.38E-07,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
5.27E-05,Defensive Distillation
1.12E-26,Defensive Distillation
0.9632664,Defensive Distillation
2.76E-09,Defensive Distillation
7.25E-06,Defensive Distillation
0.53605396,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
7.65E-25,Defensive Distillation
0.99999994,Defensive Distillation
5.18E-19,Defensive Distillation
0.99999994,Defensive Distillation
5.95E-28,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99850833,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9999024,Defensive Distillation
0.35820922,Defensive Distillation
0.008133937,Defensive Distillation
1.34E-20,Defensive Distillation
0.9999998,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
7.46E-21,Defensive Distillation
0.99999994,Defensive Distillation
2.57E-09,Defensive Distillation
0.99999887,Defensive Distillation
0.9999873,Defensive Distillation
0.99999994,Defensive Distillation
7.35E-15,Defensive Distillation
0.0022724334,Defensive Distillation
0.9629878,Defensive Distillation
0.0010649911,Defensive Distillation
0.9978265,Defensive Distillation
0.99999994,Defensive Distillation
0.9999998,Defensive Distillation
0.10617632,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.91E-11,Defensive Distillation
2.98E-07,Defensive Distillation
0.99999994,Defensive Distillation
0.0154248085,Defensive Distillation
1.86E-21,Defensive Distillation
0.99999994,Defensive Distillation
1.64E-27,Defensive Distillation
0.99999994,Defensive Distillation
0.9999973,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
5.06E-30,Defensive Distillation
0.99970424,Defensive Distillation
0.9247552,Defensive Distillation
6.70E-08,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.20E-06,Defensive Distillation
6.78E-34,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9999791,Defensive Distillation
0.99999994,Defensive Distillation
2.35E-16,Defensive Distillation
4.33E-08,Defensive Distillation
0.99999994,Defensive Distillation
9.86E-13,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
2.55E-10,Defensive Distillation
0.99999994,Defensive Distillation
0.99999446,Defensive Distillation
0.99999994,Defensive Distillation
0.54795074,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.29E-34,Defensive Distillation
0.99999994,Defensive Distillation
1.34E-25,Defensive Distillation
5.81E-21,Defensive Distillation
0.004115822,Defensive Distillation
4.93E-10,Defensive Distillation
2.80E-10,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
2.30E-38,Defensive Distillation
0.99999994,Defensive Distillation
1.44E-06,Defensive Distillation
0.00034296635,Defensive Distillation
0.64915067,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.93969303,Defensive Distillation
0.99999994,Defensive Distillation
3.21E-09,Defensive Distillation
7.31E-10,Defensive Distillation
0.99999994,Defensive Distillation
0.0007987098,Defensive Distillation
1.51E-17,Defensive Distillation
0.99249744,Defensive Distillation
0.02166767,Defensive Distillation
6.41E-36,Defensive Distillation
0.99999994,Defensive Distillation
0.29236323,Defensive Distillation
2.27E-24,Defensive Distillation
0.99999994,Defensive Distillation
2.42E-23,Defensive Distillation
0.99999994,Defensive Distillation
2.33E-10,Defensive Distillation
0.99999994,Defensive Distillation
0.9999992,Defensive Distillation
4.86E-05,Defensive Distillation
0.9999991,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.5636196,Defensive Distillation
0.99999994,Defensive Distillation
0.9999978,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.011119165,Defensive Distillation
3.24E-11,Defensive Distillation
0.9999998,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.60E-18,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
6.44E-16,Defensive Distillation
0.99999994,Defensive Distillation
8.14E-32,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.45E-10,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9928508,Defensive Distillation
0.9999929,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.27E-27,Defensive Distillation
0.0004653406,Defensive Distillation
3.30E-34,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
8.76E-10,Defensive Distillation
8.26E-21,Defensive Distillation
6.03E-05,Defensive Distillation
0.99999994,Defensive Distillation
0.9997668,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
7.20E-24,Defensive Distillation
1.16E-35,Defensive Distillation
3.82E-17,Defensive Distillation
1.04E-25,Defensive Distillation
0.99999994,Defensive Distillation
5.78E-05,Defensive Distillation
0.99999994,Defensive Distillation
0.00029509806,Defensive Distillation
0.99999994,Defensive Distillation
7.96E-17,Defensive Distillation
3.63E-28,Defensive Distillation
0.99999994,Defensive Distillation
7.58E-05,Defensive Distillation
0.98382854,Defensive Distillation
1.06E-14,Defensive Distillation
0.99999994,Defensive Distillation
2.94E-21,Defensive Distillation
0.99999994,Defensive Distillation
1.14E-07,Defensive Distillation
0.99999994,Defensive Distillation
2.92E-07,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.08E-30,Defensive Distillation
0.99999994,Defensive Distillation
0.99998564,Defensive Distillation
0.99999994,Defensive Distillation
3.23E-10,Defensive Distillation
2.25E-10,Defensive Distillation
0.9999959,Defensive Distillation
0.99999994,Defensive Distillation
1.34E-16,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.33E-29,Defensive Distillation
0.99999994,Defensive Distillation
0.7725635,Defensive Distillation
0.9986838,Defensive Distillation
9.35E-17,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
6.23E-25,Defensive Distillation
0.8271649,Defensive Distillation
0.99999994,Defensive Distillation
1.25E-19,Defensive Distillation
6.31E-14,Defensive Distillation
0.99999994,Defensive Distillation
9.67E-07,Defensive Distillation
0.99999994,Defensive Distillation
0.6460285,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9991947,Defensive Distillation
1.25E-27,Defensive Distillation
0.99999994,Defensive Distillation
0.9999996,Defensive Distillation
0.04596652,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99998564,Defensive Distillation
0.99999994,Defensive Distillation
7.86E-30,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.90E-32,Defensive Distillation
3.22E-28,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.0004015509,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
2.04E-29,Defensive Distillation
0.035973784,Defensive Distillation
4.95E-07,Defensive Distillation
2.99E-12,Defensive Distillation
0.99999994,Defensive Distillation
8.64E-25,Defensive Distillation
7.72E-26,Defensive Distillation
1.05E-34,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.61E-05,Defensive Distillation
0.99999994,Defensive Distillation
1.87E-07,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
3.91E-14,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
2.67E-22,Defensive Distillation
4.00E-29,Defensive Distillation
0.99999994,Defensive Distillation
4.07E-33,Defensive Distillation
0.99999994,Defensive Distillation
0.4860608,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
6.16E-14,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.036617365,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
8.74E-05,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9991424,Defensive Distillation
1.04E-13,Defensive Distillation
0.99999994,Defensive Distillation
3.08E-20,Defensive Distillation
0.9999656,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9999072,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.9069599,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
2.69E-32,Defensive Distillation
0.99999994,Defensive Distillation
4.99E-16,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
3.98E-12,Defensive Distillation
6.23E-20,Defensive Distillation
0.9999991,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
3.41E-31,Defensive Distillation
0.99999994,Defensive Distillation
1.36E-22,Defensive Distillation
0.9999992,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
1.15E-05,Defensive Distillation
0.99999994,Defensive Distillation
0,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
0.99999994,Defensive Distillation
